county_name,state_name,total_acres,avg_acres_per_decade,num_decades,urbanization_rate,scenario,scenario_description,spatial_level,time_period,generated_date
Monroe County,Pennsylvania,609001.5,30450.07,5,121800.3,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Rutherford County,Tennessee,605801.17,30290.06,5,121160.23,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Smith County,Texas,602050.12,30102.51,5,120410.02,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Pecos County,Texas,598246.68,29912.33,5,119649.34,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Yolo County,California,597818.28,23912.73,5,119563.66,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Lucas County,Ohio,596776.94,29838.85,5,119355.39,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Clackamas County,Oregon,596227.13,23849.09,5,119245.43,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Butler County,Pennsylvania,579025.75,28951.29,5,115805.15,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Polk County,Iowa,575676.81,28783.84,5,115135.36,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Penobscot County,Maine,575320.6,28766.03,5,115064.12,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Luzerne County,Pennsylvania,574172.93,28708.65,5,114834.59,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
San Mateo County,California,573956.85,22958.27,5,114791.37,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Jackson County,Oregon,570941.75,22837.67,5,114188.35,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Oneida County,New York,569580.54,28479.03,5,113916.11,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Dakota County,Minnesota,569258.42,28462.92,5,113851.68,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Anoka County,Minnesota,568956.44,28447.82,5,113791.29,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Ada County,Idaho,568542.94,28427.15,5,113708.59,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Santa Barbara County,California,566861.67,22674.47,5,113372.33,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Somerset County,New Jersey,563616.04,28180.8,5,112723.21,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Utah County,Utah,562601.6,22504.06,5,112520.32,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Manatee County,Florida,561416.38,22456.66,5,112283.28,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Orange County,New York,560283.62,28014.18,5,112056.72,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Alachua County,Florida,559456.37,22378.25,5,111891.27,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Benton County,Arkansas,559291.05,27964.55,5,111858.21,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Santa Fe County,New Mexico,558586.9,22343.48,5,111717.38,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Collier County,Florida,557352.92,22294.12,5,111470.58,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Yavapai County,Arizona,556390.66,22255.63,5,111278.13,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
McKinley County,New Mexico,555624.41,22224.98,5,111124.88,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Dane County,Wisconsin,554739.4,27736.97,5,110947.88,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Bell County,Texas,554021.04,22160.84,5,110804.21,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Douglas County,Colorado,551588.91,22063.56,5,110317.78,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Tuscaloosa County,Alabama,550708.63,27535.43,5,110141.73,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Larimer County,Colorado,550413.03,22016.52,5,110082.61,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Cumberland County,North Carolina,548590.44,27429.52,5,109718.09,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Caddo Parish,Louisiana,547491.01,21899.64,5,109498.2,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Greene County,Missouri,544858.5,27242.93,5,108971.7,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Stevens County,Washington,543878.03,21755.12,5,108775.61,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Citrus County,Florida,543362.09,21734.48,5,108672.42,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Forsyth County,North Carolina,542051.25,27102.56,5,108410.25,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
St. Clair County,Michigan,537874.87,26893.74,5,107574.97,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Allen County,Indiana,537331.28,26866.56,5,107466.26,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Iredell County,North Carolina,537163.66,26858.18,5,107432.73,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Humboldt County,California,537114.12,21484.56,5,107422.82,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Escambia County,Florida,534536.86,26726.84,5,106907.37,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Highlands County,Florida,531956.12,21278.24,5,106391.22,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Cherokee County,Georgia,531158.5,26557.93,5,106231.7,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Brunswick County,North Carolina,530387.26,26519.36,5,106077.45,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Trumbull County,Ohio,530277.68,26513.88,5,106055.54,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Hinds County,Mississippi,526701.3,26335.07,5,105340.26,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Hunterdon County,New Jersey,526001.13,26300.06,5,105200.23,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Liberty County,Texas,522815.6,20912.62,5,104563.12,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
St. Clair County,Illinois,521930.95,26096.55,5,104386.19,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Catawba County,North Carolina,518899.74,25944.99,5,103779.95,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Galveston County,Texas,515477.65,25773.88,5,103095.53,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Johnston County,North Carolina,510454.55,25522.73,5,102090.91,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Douglas County,Nebraska,510270.2,20410.81,5,102054.04,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
McHenry County,Illinois,509385.51,25469.28,5,101877.1,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Jefferson County,Missouri,508992.7,25449.64,5,101798.54,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Seminole County,Florida,507562.15,20302.49,5,101512.43,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Charlotte County,Florida,504610.56,20184.42,5,100922.11,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Butler County,Ohio,501723.59,25086.18,5,100344.72,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Harrison County,Mississippi,496323.75,24816.19,5,99264.75,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
St. Lucie County,Florida,495499.5,19819.98,5,99099.9,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
El Dorado County,California,494946.39,19797.86,5,98989.28,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Gaston County,North Carolina,493706.78,24685.34,5,98741.36,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Randolph County,North Carolina,492890.0,24644.5,5,98578.0,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Washoe County,Nevada,492851.38,19714.06,5,98570.28,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Gloucester County,New Jersey,492821.52,24641.08,5,98564.3,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Arapahoe County,Colorado,491124.88,19645.0,5,98224.98,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Calcasieu Parish,Louisiana,490103.08,19604.12,5,98020.62,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Lehigh County,Pennsylvania,489241.58,24462.08,5,97848.32,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
St. Charles County,Missouri,487287.78,24364.39,5,97457.56,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Loudoun County,Virginia,487156.06,24357.8,5,97431.21,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Northampton County,Pennsylvania,486639.96,24332.0,5,97327.99,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Lackawanna County,Pennsylvania,486139.34,24306.97,5,97227.87,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Davidson County,North Carolina,485343.25,24267.16,5,97068.65,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Providence County,Rhode Island,483787.35,24189.37,5,96757.47,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Albany County,New York,482663.13,24133.16,5,96532.63,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Virginia Beach city,Virginia,480357.69,24017.88,5,96071.54,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Okaloosa County,Florida,478532.77,23926.64,5,95706.55,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Licking County,Ohio,477542.2,23877.11,5,95508.44,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Delaware County,Pennsylvania,477038.58,23851.93,5,95407.72,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Washington County,Oregon,476991.85,23849.59,5,95398.37,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Frederick County,Maryland,476285.34,23814.27,5,95257.07,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Imperial County,California,474224.43,31614.96,5,94844.89,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Camden County,New Jersey,473192.14,23659.61,5,94638.43,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Hall County,Georgia,472340.61,23617.03,5,94468.12,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Chatham County,Georgia,471685.84,31445.72,5,94337.17,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Warren County,Ohio,471181.84,23559.09,5,94236.37,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
York County,Virginia,469195.99,23459.8,5,93839.2,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Hendry County,Florida,468754.8,18750.19,5,93750.96,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
St. Lawrence County,New York,468494.73,23424.74,5,93698.95,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Kalamazoo County,Michigan,467821.05,23391.05,5,93564.21,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Brown County,Wisconsin,467774.84,23388.74,5,93554.97,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Madison County,Illinois,466497.51,23324.88,5,93299.5,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
New London County,Connecticut,465133.06,23256.65,5,93026.61,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Bay County,Florida,464777.89,30985.19,5,92955.58,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
York County,Maine,464416.25,23220.81,5,92883.25,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Williamson County,Texas,464199.36,18567.97,5,92839.87,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
